chi5_zero_height,zero_index,ordinate,theoretical_real,theoretical_imag,estimated_real,estimated_imag,amplitude_ratio,phase_error
143.0,17,41.842438545791694,-3.1839870060762574e-07,-6.153566276490289e-08,-5.863093901233485e-07,-9.412289461999398e-07,3.4194801516324835,0.8227825498898832
143.0,18,44.031290061441695,-2.602670014693862e-07,-4.775001535496022e-08,-9.474694195366309e-07,6.660387901937066e-07,4.376793445086952,-0.794161436973002
143.0,19,45.427300082782295,-2.3002495363562637e-07,-4.0880541273528475e-08,1.5708815483590776e-07,-9.827182393088101e-07,4.259713688679172,1.5534202171781377
143.0,20,46.49272715949141,-2.0985000111781378e-07,-3.642518552390378e-08,-5.670403325024066e-07,-7.992869120707756e-07,4.601188153438287,0.7819027968184593
143.0,21,48.34566182106785,-1.7974746271799405e-07,-2.9984502329362713e-08,-6.548305894651134e-07,-5.193636467715353e-07,4.586415160724939,0.505243236436896
143.0,22,51.08775192674649,-1.4442841763357853e-07,-2.2780328523435228e-08,-9.575467955637872e-07,-3.5208242671352867e-07,6.977614838423378,0.19590976205904417
143.0,23,52.12590223131697,-1.333475402513836e-07,-2.0607789523051617e-08,-9.109251755524472e-07,1.5832870799800967e-07,6.852284901055402,-0.32542062053601595
143.0,24,53.83044519544217,-1.1735775084019855e-07,-1.7554781162707565e-08,-5.524328857057434e-07,-1.8602605940173346e-07,4.91232337552598,0.1763305333552161
143.0,25,55.58928033540481,-1.0328968650632376e-07,-1.4955506340467004e-08,-4.992530808795053e-07,-5.122756464320674e-07,6.853886242338287,0.6544790286926565
143.0,26,56.83886594289099,-9.455832940287327e-08,-1.3386719028376653e-08,-1.1945621507063786e-07,6.339262547248829e-07,6.754711613015153,-1.5251781752476685
143.0,27,58.38611748535838,-8.49850161431663e-08,-1.1708998856292167e-08,-7.154408823604392e-07,-8.569423038540117e-08,8.399264396766778,-0.017704941972451316
143.0,28,61.138864751921744,-7.076013754396521e-08,-9.305648418666425e-09,-1.1434164783635446e-06,3.319238967177711e-07,16.6824908444699,-0.41328551763731564
143.0,29,62.13290472023388,-6.636338108626455e-08,-8.586429543958108e-09,-1.2015489376708698e-06,2.5704480529248433e-07,18.36221121446015,-0.33942140333035936
143.0,30,63.70954306098115,-6.006635007338137e-08,-7.577549661718034e-09,-7.525126728638197e-07,-1.0132425417418128e-06,20.846794901384463,0.8065078789627176
143.0,31,64.63735966537459,-5.6708031898844544e-08,-7.050265878454075e-09,7.205565810037044e-08,-1.4016309242650106e-06,24.56017620490179,1.4984685343373494
143.0,32,66.7476418459378,-4.9901156871155686e-08,-6.0061649807206035e-09,-2.87179263475212e-07,1.5630894064528274e-07,6.505250113811209,-0.6182341607333
143.0,33,68.59072792482502,-4.477263123355584e-08,-5.242909603334811e-09,-5.474248587227336e-07,2.471112865146986e-07,13.323731937942632,-0.5405930597197186
143.0,34,70.11583715919349,-4.1018407669085074e-08,-4.697999798364166e-09,-1.8480112262688226e-07,-5.380515035245911e-07,13.779376768609158,1.125919355198181
143.0,35,71.60595947924301,-3.772258427302839e-08,-4.22993844755358e-09,5.009262773593716e-07,1.2090129225375752e-07,13.575432826181565,-3.0164327522439685
143.0,36,73.35010543146825,-3.427397647616153e-08,-3.7512029906732815e-09,9.006182081043467e-07,8.801016543308728e-08,26.245469993977657,3.129991648142045
143.0,37,74.29368843801657,-3.257215317711397e-08,-3.5193543427677213e-09,9.646598345231894e-07,6.67480685302335e-07,35.80618154988604,-2.6439312335134857
143.0,38,75.53490411722811,-3.049106087117589e-08,-3.2400000006354356e-09,-2.006856143323005e-08,-1.0425958042391034e-06,34.008363750427854,1.4456866554435845
143.0,39,78.07217086438234,-2.6729159814928726e-08,-2.747372741105523e-09,6.926731840182742e-07,-4.2172326463718755e-08,25.8264312362108,2.978358368544543
143.0,40,79.78606249009795,-2.4512692814089672e-08,-2.4651055986205558e-09,1.2037136968218512e-06,-1.026342671661942e-07,49.036573785945,2.956306212494973
143.0,41,80.5673008564107,-2.3578702758625405e-08,-2.3480527712447287e-09,-4.778144456249507e-07,1.1221565965101871e-06,51.47210168005777,-1.2675045277976784
143.0,42,81.9233808931541,-2.206059090369863e-08,-2.160303150663079e-09,1.3599744620827704e-07,-6.407207880227175e-07,29.549383661379007,1.6823345020061413
143.0,43,83.69915700187411,-2.0252555564763896e-08,-1.940944246883e-09,-9.579969294791557e-09,-4.533864035392583e-07,22.289496177793378,1.4541244609909318
143.0,44,84.95250710375498,-1.9086952882484464e-08,-1.8021069233045e-09,-3.8846849763966333e-07,3.8622314247377993e-07,28.57274416396017,-0.8766363693496582
