x,c2,observed_z1,split
18263,13886035.206093334,-0.004597445428562109,discovery
18422,14128991.327633165,-0.004570849786006918,discovery
18582,14375605.702133767,-0.00454311302347604,discovery
18743,14625919.304843225,-0.004513906208135662,discovery
18906,14881547.736641958,-0.004482979105615678,discovery
19070,15140983.851897433,-0.004450545403729688,discovery
19236,15405870.080162331,-0.004416900610883629,discovery
19403,15674670.940705523,-0.004383006393678458,discovery
19571,15947426.69869823,-0.004349424622490452,discovery
19741,16225823.344702177,-0.004316204293283274,discovery
19912,16508286.043772899,-0.004283830996503153,discovery
20085,16796529.64850959,-0.004252528440216596,discovery
20260,17090639.819743,-0.00422255859632052,discovery
20436,17389001.31459798,-0.004194087065266648,discovery
20613,17691657.61004167,-0.0041672413114130676,discovery
20792,18000384.711671107,-0.004141957914659226,discovery
20973,18315271.669251516,-0.004118333770671422,discovery
21155,18634645.523598634,-0.004096765964185734,discovery
21338,18958551.021769255,-0.004077422967882405,discovery
21524,19290619.15634106,-0.0040602681032372145,discovery
21711,19627371.41976212,-0.004045574026673595,discovery
21899,19968854.96758417,-0.004033124455596431,discovery
22089,20316956.75392452,-0.004022792524771582,discovery
22281,20671772.26112937,-0.004014352285911677,discovery
22474,21031526.35007382,-0.004007482545714983,discovery
22670,21400044.687945075,-0.004001813507252585,discovery
22866,21771759.654355384,-0.00399742882643549,discovery
23065,22152435.298797473,-0.003994023230227223,discovery
23265,22538345.490970522,-0.0039914231961476615,discovery
23467,22931496.293065906,-0.00398919680474422,discovery
23671,23331989.498314977,-0.0039871076321020054,discovery
23877,23739927.390411183,-0.0039850691600369385,discovery
24084,24153407.8775613,-0.003982801471845963,discovery
24293,24574507.94800748,-0.003979838114646301,discovery
24504,25003334.645926774,-0.003975538582964694,discovery
24717,25439995.4609019,-0.003969438866505729,discovery
24931,25882520.959935516,-0.003961414236694061,discovery
25148,26335154.411448225,-0.003951417805143257,discovery
25366,26793832.619513854,-0.003939522556285041,discovery
25586,27260740.726664647,-0.003925934897371792,discovery
25809,27738138.2163658,-0.003910789453635688,discovery
26033,28221854.45098768,-0.003894332319816186,discovery
26259,28714132.333296433,-0.0038767024712375586,discovery
26487,29215084.1717726,-0.003858109177288739,discovery
26717,29724823.927826896,-0.0038386026489691727,discovery
26949,30243466.165124834,-0.0038183214484296376,discovery
27183,30771127.30098425,-0.0037972075043532193,discovery
27419,31307925.29762137,-0.003775086565743718,discovery
27657,31853978.11435464,-0.0037520123047735596,discovery
27897,32409403.691499278,-0.00372825539164683,discovery
28139,32974321.606387004,-0.0037039386187249545,discovery
28384,33551217.09675996,-0.0036791167852946124,discovery
28630,34135502.03676166,-0.003654209997127036,discovery
28879,34732049.133334905,-0.003629216212837605,discovery
29129,35336191.34978905,-0.0036042751559328453,discovery
29382,35952887.787337214,-0.003579071812060285,discovery
29637,36579859.417770594,-0.0035536068076459804,discovery
29895,37219725.36425762,-0.003527640903685317,discovery
30154,37867653.85666533,-0.0035014439161817094,discovery
30416,38528776.68975711,-0.0034750886651480684,discovery
30680,39200733.387150094,-0.003448809791480352,discovery
30947,39886233.055097476,-0.003422771804250224,discovery
31215,40580271.9348391,-0.003397545253483656,discovery
31486,41288161.11220975,-0.0033733954027729274,discovery
31760,42010103.0917612,-0.0033504216843559644,discovery
32036,42743632.002895,-0.003329033004695115,discovery
32314,43488883.40953517,-0.003309594461070617,discovery
32594,44245993.66299474,-0.003292487189906024,discovery
32877,45017840.7478334,-0.003277766409375977,discovery
33163,45804637.18564555,-0.0032652995115930567,discovery
33451,46603811.12683803,-0.003254939999796127,discovery
33741,47415507.07662487,-0.0032465274285159644,discovery
34034,48242706.651432574,-0.003239767231836353,discovery
34330,49085632.02798563,-0.003234213891781382,discovery
34628,49941621.228681445,-0.003229691019825836,discovery
34928,50810824.94638166,-0.0032258990676135566,discovery
35232,51699266.47881442,-0.0032223131639190442,discovery
35538,52601330.08028835,-0.003218682669130027,discovery
35846,53517170.45424059,-0.003214757087296442,discovery
36157,54449954.28996253,-0.003210464663069294,discovery
36471,55399914.19174063,-0.0032059100350963926,discovery
36788,56367285.37393287,-0.003201141809594206,discovery
37108,57352305.23702195,-0.003196215304887438,discovery
37430,58352096.52142909,-0.0031909937289177196,discovery
37755,59369967.0016222,-0.0031852841908398613,discovery
38083,60406163.17411655,-0.003178734605611712,discovery
38413,61457732.20975539,-0.0031711952570361913,discovery
38747,62531294.82750687,-0.0031627149010161238,discovery
39083,63620671.469356954,-0.0031535141045095205,discovery
39423,64732598.69388804,-0.0031436090912048817,discovery
39765,65860790.28599557,-0.0031330808077856803,discovery
40110,67008759.10457674,-0.003121912688571987,discovery
40458,68176763.8206285,-0.0031101406412677736,discovery
40810,69368464.54953465,-0.003097879282420395,discovery
41164,70577351.06538057,-0.0030855411647878117,discovery
41521,71807057.74527752,-0.0030733356762973813,discovery
41882,73061341.50002822,-0.0030612630053723036,discovery
42246,74337042.69312978,-0.0030494394889806894,discovery
42612,75630884.66253576,-0.003037807949511129,discovery
42982,76950216.18260464,-0.003025896939003637,discovery
43356,78295410.8814767,-0.0030133174204040685,discovery
43732,79659560.62278232,-0.002999571079787914,discovery
44112,81050206.43773901,-0.0029843732386100816,discovery
44495,82464022.12322143,-0.002967696489771576,discovery
44881,83901295.64348608,-0.0029495267367143007,discovery
45271,85366089.45511019,-0.0029297860342277905,discovery
45664,86854989.73251346,-0.0029084778380995763,discovery
46061,88372128.63526651,-0.002885672372009778,discovery
46460,89910159.55512363,-0.0028616308289601588,discovery
46864,91480994.78232539,-0.0028364141792657773,discovery
47271,93077258.01526016,-0.0028105129843268924,discovery
47681,94699250.09954065,-0.0027843851932409466,discovery
48095,96351280.6956085,-0.002758504097669034,discovery
48513,98033760.93310559,-0.0027331389629891446,discovery
48934,99743027.28073871,-0.0027087006494951223,discovery
49359,101483504.58307499,-0.0026854554668650577,discovery
49788,103255615.09268528,-0.002663613825062778,discovery
50220,105055601.46642298,-0.0026433246134310614,discovery
50656,106888007.56976855,-0.0026245823211905467,discovery
51096,108753269.97714287,-0.0026072844889403852,discovery
51539,110647531.31944257,-0.0025916629969602216,discovery
51987,112579784.11414963,-0.0025778525591785982,discovery
52438,114541850.74729764,-0.002565749984163641,discovery
52894,116542884.56273401,-0.002555181475165325,discovery
