arb_independent_version_seal,ctx_after,ctx_before,ctx_inside,ctx_restored,flint_FLINT_VERSION,flint_version,imag_midpoint_rational,imag_radius_rational,input_block,input_imag_lower,input_imag_lower_ne_upper,input_imag_upper,input_label,input_parent,input_real_lower,input_real_lower_ne_upper,input_real_upper,input_source,matrix_id,output_finite,output_imag_lower,output_imag_lower_ne_upper,output_imag_upper,output_real_lower,output_real_lower_ne_upper,output_real_upper,output_type,phase_id,platform,precision_bits,python,python_flint_distribution,real_midpoint_rational,real_radius_rational,result,run_id,runtime_authorized,runtime_sys_executable
False,53,53,128,True,3.3.1,0.8.0,2/1,1/32000,CENTER_MICRO_TIGHT,[1.9999687499999367901182267814874649048 +/- 1.49e-38],True,[2.0000312500000632098817732185125350952 +/- 1.49e-38],LBOX_P2_CMT,LBOX_P2_CUT,[0.74998437499996839505911339074373245239 +/- 2.58e-39],True,[0.75001562500003160494088660925626754761 +/- 2.58e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.47487990139963874215649095320374728196 +/- 2.19e-39],True,[0.47603280917066801892982450270325900071 +/- 2.19e-39],[0.78028730184198603912121450827651237387 +/- 4.87e-39],True,[0.78143116117209966706908142493300651449 +/- 3.08e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/64000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,2/1,1/64000,CENTER_NANO_TIGHT,[1.999984374999968395059113391 +/- 2.57e-28],True,[2.000015625000031604940886609 +/- 2.57e-28],LBOX_P2_CNT,LBOX_P2_CMT,[0.7499921874999841975295566954 +/- 2.82e-29],True,[0.7500078125000158024704433046 +/- 2.82e-29],new_006E51,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4752101681112322317291651156 +/- 3.55e-29],True,[0.4757025423365917581920180704 +/- 3.54e-29],[0.7806147587097205996923712708 +/- 4.14e-29],True,[0.7811037059153881000765232063 +/- 4.87e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/128000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,2/1,1/64000,CENTER_NANO_TIGHT,[1.9999843749999683950591133907437324524 +/- 7.43e-39],True,[2.0000156250000316049408866092562675476 +/- 7.43e-39],LBOX_P2_CNT,LBOX_P2_CMT,[0.74999218749998419752955669537186622620 +/- 3.72e-39],True,[0.75000781250001580247044330462813377380 +/- 3.72e-39],new_006E51,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.47516812391194911616912177537654135538 +/- 4.75e-39],True,[0.47574458605567564665397695039485190226 +/- 1.22e-39],[0.78057326332105496195796345691416304087 +/- 2.56e-39],True,[0.78114520171817040765378092746470015025 +/- 4.63e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,3/4,1/128000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,5/3,1/1500,CORE_PARENT,[1.665999999998045192720989386 +/- 2.33e-28],True,[1.667333333335288140612343947 +/- 8.43e-29],LBOX_P3,,[0.3326666666647118593876560529 +/- 3.11e-30],True,[0.3340000000019548072790106138 +/- 4.49e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4525748207014839343805423563 +/- 4.96e-29],True,[0.5390274135642538957376590555 +/- 3.08e-29],[0.5504609914403656660869697535 +/- 5.53e-30],True,[0.6369221092807376920536140406 +/- 1.49e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/3,1/1500,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,5/3,1/1500,CORE_PARENT,[1.6659999999980451927209893862406412760 +/- 3.98e-38],True,[1.6673333333352881406123439470926920573 +/- 1.03e-38],LBOX_P3,,[0.33266666666471185938765605290730794271 +/- 2.65e-39],True,[0.33400000000195480727901061375935872396 +/- 2.65e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.42200915553479779775229216810995684974 +/- 5.72e-40],True,[0.56959307604342092092123748060995684974 +/- 3.52e-39],[0.51990607346276243449002122887539960369 +/- 8.32e-40],True,[0.66747702088075180769711351403164960369 +/- 2.11e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1/3,1/1500,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,4999/3000,1/3000,CORE_SUBBOX,[1.665999999999022596360494693 +/- 1.05e-28],True,[1.666666666667644070306171974 +/- 4.70e-28],LBOX_P3_S1,LBOX_P3,[0.3328333333323559296938280265 +/- 4.78e-29],True,[0.3335000000009774036395053069 +/- 2.18e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4741331500723296433613189795 +/- 3.59e-29],True,[0.5173433113401094108745941260 +/- 4.52e-29],[0.5719596517356516411567653291 +/- 4.37e-30],True,[0.6151719363606938710475886934 +/- 3.40e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1999/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,4999/3000,1/3000,CORE_SUBBOX,[1.6659999999990225963604946931203206380 +/- 2.04e-38],True,[1.6666666666676440703061719735463460286 +/- 4.54e-38],LBOX_P3_S1,LBOX_P3,[0.33283333333235592969382802645365397135 +/- 3.91e-39],True,[0.33350000000097740363950530687967936198 +/- 1.10e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.45887884346481688717048202877345442260 +/- 2.57e-39],True,[0.53259761771366276243369614010157942260 +/- 4.04e-39],[0.55670802605310640547168180834147791104 +/- 3.72e-39],True,[0.63042356267543695185077116381022791104 +/- 3.72e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1999/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,5001/3000,1/3000,CORE_SUBBOX,[1.666666666665689263027161360 +/- 2.15e-28],True,[1.667333333334310736972838640 +/- 2.12e-28],LBOX_P3_S2,LBOX_P3,[0.3328333333323559296938280265 +/- 4.78e-29],True,[0.3335000000009774036395053069 +/- 2.18e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4743485525401630562681354001 +/- 1.31e-29],True,[0.5175303740112432402509845212 +/- 1.31e-29],[0.5721247496468793630065010262 +/- 1.72e-30],True,[0.6153086881887946307124183846 +/- 1.28e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1999/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,5001/3000,1/3000,CORE_SUBBOX,[1.6666666666656892630271613597869873047 +/- 1.59e-38],True,[1.6673333333343107369728386402130126953 +/- 9.12e-39],LBOX_P3_S2,LBOX_P3,[0.33283333333235592969382802645365397135 +/- 3.91e-39],True,[0.33350000000097740363950530687967936198 +/- 1.10e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.45906355250918383381268120994046868249 +/- 2.61e-39],True,[0.53281537380826736471554375876859368249 +/- 1.14e-39],[0.55684243188115537965869269034692946300 +/- 1.17e-39],True,[0.63059100658974380100344977042505446300 +/- 1.17e-39],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,1999/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,4999/3000,1/3000,CORE_SUBBOX,[1.665999999999022596360494693 +/- 1.05e-28],True,[1.666666666667644070306171974 +/- 4.70e-28],LBOX_P3_S3,LBOX_P3,[0.3331666666656892630271613598 +/- 1.38e-29],True,[0.3338333333343107369728386402 +/- 1.24e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4740816873277712504563473403 +/- 3.96e-29],True,[0.5172438952036376933751248061 +/- 1.30e-29],[0.5720842358289210311815115173 +/- 9.14e-30],True,[0.6152485656650660745546194275 +/- 2.20e-29],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2001/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,128,True,3.3.1,0.8.0,4999/3000,1/3000,CORE_SUBBOX,[1.6659999999990225963604946931203206380 +/- 2.04e-38],True,[1.6666666666676440703061719735463460286 +/- 4.54e-38],LBOX_P3_S3,LBOX_P3,[0.33316666666568926302716135978698730469 +/- 2.73e-39],True,[0.33383333333431073697283864021301269531 +/- 2.28e-39],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.45885008436005974604556218537606735782 +/- 2.87e-39],True,[0.53247549678042943074175969514169235782 +/- 1.40e-39],[0.55685530607694113929785504349414101976 +/- 6.53e-40],True,[0.63047748576023901184119000443164101976 +/- 6.53e-40],acb,006E51,Windows-11-10.0.26200-SP0,128,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2001/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
False,53,53,96,True,3.3.1,0.8.0,5001/3000,1/3000,CORE_SUBBOX,[1.666666666665689263027161360 +/- 2.15e-28],True,[1.667333333334310736972838640 +/- 2.12e-28],LBOX_P3_S4,LBOX_P3,[0.3331666666656892630271613598 +/- 1.38e-29],True,[0.3338333333343107369728386402 +/- 1.24e-29],replay_006E45,006E51_REPLAY_PLUS_CENTER_NANO_TIGHT,True,[0.4742970226391347834732822665 +/- 3.98e-29],True,[0.5174309304159263858464054355 +/- 8.63e-30],[0.5722493077844401795144836028 +/- 3.26e-29],True,[0.6153853310604600209470550139 +/- 2.87e-31],acb,006E51,Windows-11-10.0.26200-SP0,96,"3.12.13 (main, Mar  3 2026, 15:01:35) [MSC v.1944 64 bit (AMD64)]",0.8.0,2001/6000,1/3000,PASS,006E51-20260627T054202Z,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe,C:\Users\johnn\AppData\Local\Temp\athena-006e20r\Scripts\python.exe
