N,raw_counts,smooth_residual,desingularized_ratio,random_control
782,14.0,-9.117647058823529,0.7110161912055185,-1.4705882352941178
784,18.0,-5.156862745098039,0.8497643033902018,24.411764705882355
786,30.0,6.784313725490197,0.8417252437614817,32.274509803921575
788,15.0,-8.176470588235293,0.8424223619215357,-18.84313725490196
790,22.0,-1.6078431372549034,0.917844985653463,-33.07843137254902
792,34.0,10.392156862745097,0.8606205524348811,-52.41176470588235
794,17.0,-6.568627450980394,0.9521468571989071,-11.431372549019606
796,14.0,-9.588235294117649,0.7807586600425352,-14.352941176470587
798,38.0,14.470588235294116,0.8367061069641922,73.43137254901961
800,21.0,-2.647058823529413,0.8797169183842383,14.0
802,16.0,-7.490196078431371,0.8898878399914002,-9.607843137254903
804,32.0,8.392156862745097,0.8770685948569228,25.725490196078432
806,16.0,-7.647058823529413,0.7877635046338111,-17.411764705882348
808,14.0,-9.725490196078432,0.7687696208090449,-17.862745098039213
810,39.0,15.215686274509803,0.8097965003992101,-3.9607843137254903
812,18.0,-5.7058823529411775,0.7995134784997234,108.54901960784315
814,20.0,-3.764705882352942,0.9656446843743315,-4.078431372549019
816,34.0,10.235294117647058,0.8779135125595465,-0.39215686274509665
818,17.0,-6.843137254901961,0.9325425314624676,3.1568627450980387
820,20.0,-4.137254901960784,0.8028547977796395,34.03921568627452
822,29.0,5.019607843137255,0.7887899066856845,23.117647058823536
824,16.0,-8.0,0.8667596947220995,-8.470588235294116
826,21.0,-3.0784313725490193,0.9392974813874527,43.50980392156863
828,34.0,9.96078431372549,0.8847614286046537,40.41176470588235
830,22.0,-2.235294117647058,0.8871556501997395,-35.86274509803921
832,22.0,-2.137254901960784,1.0958334626925088,-25.686274509803923
834,33.0,8.725490196078432,0.8885937230866283,-16.607843137254903
836,18.0,-6.274509803921568,0.8285872943734197,31.09803921568627
838,17.0,-7.4117647058823515,0.9169089096238039,-21.588235294117652
840,51.0,26.431372549019606,0.8602208902109171,25.470588235294116
842,18.0,-6.509803921568629,0.9676113102669632,-22.215686274509807
844,17.0,-7.509803921568629,0.9101545344766803,-15.843137254901961
846,32.0,7.431372549019606,0.8406031681262959,-12.156862745098039
848,15.0,-9.666666666666668,0.788775082556947,33.3921568627451
850,25.0,0.13725490196078383,0.940909744240915,103.74509803921569
